extracted,abstract
"to report a case of inadvertent anterior chamber and cornea stromal injection with high dose antibiotics and steroids during cataract operation  
in this case involving anterior chamber and cornea stromal injection with high dose antibiotics and steroids  immediate anterior chamber irrigation with balanced salt solution seemed an appropriate management  and the patient s long  term visual acuity appears good"," purposeto report a case of inadvertent anterior chamber and cornea stromal injection with high dose antibiotics and steroids during cataract operation.methodsduring cataract operation on a 78 year - old female patient , high dose gentamicin ( 20 mg/0.5 ml ) and dexamethasone ( 2 mg/0.5 ml ) were inadvertently injected into the anterior chamber and cornea stroma when making cornea edema for sealing of the incision sites . 
 anterior chamber irrigation with balanced salt solution ( bss ) was immediately administered . 
 on postoperative day one , extensive cornea edema was noted , and best - corrected visual acuity was 0.2 . 
 descemet 's membrane folds were observed around the corneal incision sites . 
 topical 5% nacl and 1% prednisolone were started.resultsfour weeks postoperatively , corneal edema began to reduce significantly . at four months 
 postoperatively , corneal edema fully resolved , and best - corrected visual acuity was 0.8 . 
 however , some descemet 's membrane folds still remained , and a decrease in the number of endothelial cells was noted by specular microscope.conclusionsin this case involving anterior chamber and cornea stromal injection with high dose antibiotics and steroids , immediate anterior chamber irrigation with balanced salt solution seemed an appropriate management , and the patient 's long - term visual acuity appears good . to prevent such mistakes , precise labeling of all solutions and use of different syringe needles should be considered . "
"autosomal  dominant polycystic kidney disease  adpkd  is characterized by cyst formation and occurs primarily in the kidneys  
the cag  a  shows the compression of the lad coronary artery during the systole resulting in narrowing and  b  performed after the second chest pain attack demonstrating a dissection in the distal left anterior descending coronary artery"," little is known about the association between autosomal - dominant polycystic kidney disease ( adpkd ) and coronary artery dissection ( cad ) . 
 we suggest that the genetic disorder in adpkd is the main cause of instable artery vasculature . 
 our case also shows that cad can be missed in the acute phase . 
 therefore , we recommend additional investigation in patients with adpkd presenting with acute chest pain . 
 we report a case of a patient who developed a myocardial infarction due to a spontaneous dissection of the left anterior descending coronary artery . 
 adpkd was diagnosed during the additional investigation . 
 the patient received medical management . "
"optimal treatment of cancers in children often requires combined  modality therapy  including  chemotherapy  surgery  andor radiotherapy   a more detailed history taken from the child s parents showed his history of chemotherapy
during which extravasation of the chemotherapy drug had resulted in severe inflammation and edema at the site of injection"," treatment of cancer in children often requires a combination of chemotherapy , surgery , and/or radiotherapy . 
 radiotherapy and chemotherapy are not painful processes , but children undergoing these procedures must be made motionless through anesthesia or sedation . 
 there are a few reports of complications during these procedures in relation to the procedures themselves or to the anesthesia given . 
 this report describes an unexpected pulseless radial artery which was preliminarily and unduly attributed to anesthesia . 
 a 2.5 year - old male pediatric patient with an acute lymphoblastic leukaemia was scheduled for radiotherapy . 
 anesthesia with intramuscular ketamine was induced before starting radiotherapy . 
 about 5 minutes after injection of ketamine we found the right radial pulse undetectable . 
 there was no other manifestation of hypoxia or hypo - perfusion . 
 carotid pulsation was normal . 
 examination of the left radial pulse and other peripheral pulses showed normal pulsation . 
 the procedure was continued uneventfully . 
 the next follow - up after radiotherapy , showed a scar and swelling on the right antecubital area , caused by extravasation of chemotherapeutic agent in the prior period of chemotherapy . 
 doppler ultrasonography of the antecubital vein confirmed the diagnosis . 
 this case study therefore demonstrates that proper intravenous cannula establishment before chemotherapy is of great importance . 
 furthermore , accurate history and physical examination before induction of anesthesia or sedation may be useful in preventing mismanagement in pediatric cancer procedures . "
"5 million muslims from about 140 countries go on the hajj pilgrimage  which is the largest mass gathering in the world  
considering that the level of presence in saudi arabia and the amount of contact with all types of viruses and bacteria are regarded as risk  on the day of identifying each patient  two pilgrims in the same caravan were randomly selected as control group"," background : respiratory tract infections are very common among the hajj pilgrims . some preventive measures including influenza vaccination , using face mask and salt water gargling have been considered to control these infections and the reports show conflicting results about the effects of each one of these measures . this study is trying to assess the effects of these recommendations on respiratory tract infections.methods:according to nested case - control design , in a cohort consisting of 338 iranian pilgrims , the outcome examined , was all types of respiratory tract infections other than common colds . with occurrence of any patient in convoy , data collection form was completed for that person . on the same day , 
 two people were randomly selected as control group from among pilgrims who have not affected so far.results:during hajj , 32 pilgrims ( 9.5% ) were affected by respiratory tract infections other than common colds . in univariable logistic regression analysis , salt water gargling ( or = 2.4 , p = 0.08 ) , existence of other patient in the room ( or = 2.14 , p = 0.19 ) , age over 60 years ( or = 1.84 , 
 p = 0.15 ) and the education more than or equal to 3 years ( or = 1.93 , p = 0.16 ) were effective in the respiratory tract infections ( p < 0.2 ) . 
 however , multivariable logistic regression analysis showed that none of the above mentioned factors are significantly associated with these infections.conclusions:this study showed that measures such as seasonal influenza vaccination , use of face masks and personal prayer carpet have no effect on the incidence of respiratory tract infections . 
 however , washing throat and mouth with salt water can be considered the most effective preventive measures . "
"care coordination is an important aspect of nursing care especially for elderly patients admitted to an acute care setting  
the retrospective data from the patient s index admission from the last six months  nov 08april 09  was analyzed using spss version 16"," introductioncare coordination is an important aspect of nursing care especially for elderly patients admitted to an acute care setting . in singapore care coordination and transitional care nursing is a new concept of care nevertheless important but unexplored.aim/objectivesthe objective of this paper is to explore the characteristics of elderly patients receiving care coordination , determine care gaps and intervention during home visit and telephonic review.research design and samplinga designed questionnaire was used to collect information on the patient s demography , social and clinical profile and determine post discharge activities using eric coleman s four pillars tool . 
 a pilot study of ten questionnaires was conducted . 
 the retrospective data from the patient s index admission from the last six months ( nov 08april 09 ) was analyzed using spss version 16.resulttotal of 517 patients were recruited from october 2008 to march 2009 . 
 majority , 69% were above 70 years old of which 57% female and 76% lives with their children . 
 clinical information demonstrates that 53% had 36 co - morbidities and 58% were taking more than five medications . 
 the abbreviated mental test score were 6.2 , 6% were depressed and delirium was present in 14% of patients.only 65 patients ( 0.1% ) had home visits and telephonic review done whilst 97% of the remaining had only telephonic review done . 
 those who had both telephonic and home visit review , medications advice and compliance were checked only in 0.8% ( at one week ) and 1.6% ( at one month ) whilst during home visit this was done in 12.2% of patients as medication discrepancy were apparent at home . as for appointment compliance and compilation were done in 0.8% at one week and 51% at four weeks of telephonic review compared to during home visit only 4.8% . 
 caregivers education was emphasized in 14% of patients at home visit , 2% at one week and 4% at one month of telephonic review.discussionthe result showed that home visit is effective in exploring medication compliance , advice and emphasizing caregiver education , managing appointments can be effectively done through telephone review.conclusionthis study demonstrates the vital role of home visit for elderly patient to safely transit between hospitals to home . "
"the irrevocable aim of endodontics is a three  dimensional unblemished seal of the root canal system which is achieved by perfect designing of the canal diameter and canal form   in the pt group 
the following sequence of pt rotary niti files were used for preparation of canals at 300 rpm  the shaping file x for coronal enlargement  and s1  s2  f1  f2  and f3 files  corresponding to apical size 30  used at the working length"," introduction : the objective of this study was to evaluate dentinal defects formed by new rotary system  protaper next ( ptn).materials and methods : sixty single - rooted premolars were selected . 
 all specimens were decoronated and divided into four groups , each group having 15 specimens . 
 group i specimens were prepared by hand k - files ( mani ) , group ii with protaper universal ( pt ; dentsply maillefer ) , group iii with hero shaper ( hs ; micro - mega , besancon , france ) , and group iv with ptn ( dentsply maillefer ) . 
 roots of each specimen were sectioned at 3 , 6 , and 9 mm from the apex and were then viewed under a stereomicroscope to evaluate presence or absence of dentinal defects.results:in roots prepared with hand files ( hfs ) showed lowest percentage of dentinal defects ( 6.7% ) ; whereas in roots prepared with pt , hs , and ptn it was 40 , 66.7 , and 26.7% , respectively . 
 there was significant difference between the hs group and the ptn group ( p < 0.05).conclusion : all rotary files induced defects in root dentin , whereas the hand instruments induced minimal defects . "
"batch processes are used in production of many low  volume but high  value  added products  such as speciality chemicals  health care  food  agrochemicals  etc   
 
so  the multiobjective problem consists of determining the following parameters    nj   the number of parallel units in stage j  vj   the required volume of a unit in stage j  bi   size of the batch of product i at the end of the m stages  tli the cycle time for product i    qi the production requirement of product i and  h   the total production time  while satisfying certain constraints such as volume  time  and so forth"," optimal design problem are widely known by their multiple performance measures that are often competing with each other . in this paper , 
 an optimal multiproduct batch chemical plant design is presented . the design is firstly formulated as a multiobjective optimization problem , to be solved using the well suited non dominating sorting genetic algorithm ( nsga - ii ) . 
 the 
 nsga - ii have capability to achieve fine tuning of variables in determining a set of non 
 dominating solutions distributed along the pareto front in a single run of the algorithm . 
 the nsga - ii ability to identify a set of optimal solutions 
 provides the decision - maker dm 
 with a complete picture of the optimal solution space to gain better and appropriate choices . 
 
 then an outranking with promethee ii helps the decision - maker to finalize the selection 
 of a best compromise . 
 the effectiveness of nsga - ii method with multiojective optimization problem is illustrated through two carefully referenced examples . "
"since the introduction of extra  oral implants in reconstruction of craniofacial defects  achieving proper prosthesis retention has become more promising  
magnetic abutments are more common because they resolve the potential problems associated with bar  clip attachment including difficulty in insertion and removal of prosthesis by the patient  difficulty in regular hygiene measurements  and rigidity of the attachment resulting in implant overloading"," implant - supported craniofacial prostheses are made to restore defective areas in the face and cranium . 
 this clinical report describes a technique for fabrication of an orbital prosthesis with three adjacent implants in the left lateral orbital rim of a 60-year - old woman . 
 selection of appropriate attachment system ( individual magnetic abutments versus bar - clip attachment ) for implant - supported orbital prostheses depends upon the position of implants . 
 bar - magnetic attachment has been selected as the retention mechanism in the present case . "
"hepatocellular carcinoma  hcc  is one of the most common cancers worldwide especially in china  13   
so  this study is about the influence of body mass index  bmi  and waistline on complications  postoperative death and long  time survival in patients undergoing surgery for hcc"," backgroundhepatocellular carcinoma ( hcc ) is one of the most common cancers worldwide especially in china . 
 this article aimed to evaluate the influence of body mass index ( bmi ) and waistline on complications , postoperative death , and long - term survival in patients undergoing surgery for hcc.material/methods136 patients were enrolled and divided into 4 groups : group a , bmi < 25 ; group b , bmi 25 ; group c , waistline < 90 cm in males or waistline < 80 cm in females ; group d , waistline 90 cm in males or waistline 80 cm in females . clinical pathological features and surgical outcomes of these patients 
 were analyzed retrospectively.resultsthere were no significant differences in postoperative complication rate and postoperative death between group a and group b , although pulmonary infection showed a significant difference between 2 groups ( p=0.017 ) . 
 vascular invasion , waistline , and bmi are the independent prognostic factors for long - term survival . 
 the disease - free survival curves after hepatectomy showed no statistically significant difference between group a and group b. group c had the better overall survival than group d , and group a had the better overall survival than group b.conclusionsbmi and waistline are both independent prognostic factors for long - term survival of hcc after hepatectomy . 
 waistline is more important than bmi in predicting the disease - free survival of hcc after hepatectomy . "
"professional mononuclear phagocytes  such as polymorphonuclear neutrophils  pmn   monocytes  and macrophages  are considered as the first line of defence of the early host innate immune response  1  2   
particularly pmn have been implicated in the immunopathogenesis of leishmaniasis  145149  and recent studies examined the potential role of nets during the early phase of the disease of different leishmania species"," professional mononuclear phagocytes such as polymorphonuclear neutrophils ( pmn ) , monocytes , and macrophages are considered as the first line of defence against invasive pathogens . 
 the formation of extracellular traps ( ets ) by activated mononuclear phagocytes is meanwhile well accepted as an effector mechanism of the early host innate immune response acting against microbial infections . 
 recent investigations showed evidence that etosis is a widely spread effector mechanism in vertebrates and invertebrates being utilized to entrap and kill bacteria , fungi , viruses , and protozoan parasites . 
 ets are released in response to intact protozoan parasites or to parasite - specific antigens in a controlled cell death process . 
 released ets consist of nuclear dna as backbone adorned with histones , antimicrobial peptides , and phagocyte - specific granular enzymes thereby producing a sticky extracellular matrix capable of entrapping and killing pathogens . 
 this review summarizes recent data on protozoa - induced etosis . 
 special attention will be given to molecular mechanisms of protozoa - induced etosis and on its consequences for the parasites successful reproduction and life cycle accomplishment . "
"the national tb prevalence survey in eritrea was conducted from february through october 2005  6   
furthermore  for global tb control  reliable information about the tb epidemic in africa is needed because 28 of the incident smear  positive cases occurred in the who african region in 2004  2"," we used results from a national tuberculosis prevalence survey in eritrea to calculate case detection rate ( cdr ) and compared it with the published cdr . 
 the cdr obtained from the survey was 40% , whereas the cdr published by the world health organization was 3 lower ( 14% ) . "
spermatogenesis is a complex process of development that occurs in most mammals throughout adulthood period  5pmol of mtex101 purified fragments  2l of rapid 2x ligation buffer  pro  mega   and 3 units of t4 dna ligase  promega  in 10l of the total volume and it was incubated overnight at 4c," introductionproduction of antibodies against specific proteins of testis germ cells is of great significance for the investigation of processes involved in spermatogenesis , study of infertility problems and determination of the probable role of these proteins as cancer - testis antigens . 
 murine testis specific recombinant protein 101 ( mtex101 ) is a 38kda , gpi - anchored protein which is expressed in testis germ cells of adult mice but it seems to be absent in other tissues . 
 the structure and function of mtex101 is not completely understood yet , but it is speculated that it may transduce biochemical signals into the cytoplasm since mtex101 does not have an intracellular domain but the precise mechanisms are still ambiguous.materials and methodsrna was extracted from three adult mice testis . the rna was used in rt - pcr , employing a pair of specific primers for mtex101 orf region . 
 ta - cloning technique was performed by the insertion of mtex101 into a pgem - t easy vector , followed by its subcloning into a his - tagged expression vector , pet-28a ( + ) . 
 the recombinant mtex101 was then produced by transfection of the expression vector into bl 21 ( de3 ) e. coli strain.resultsa recombinant protein , weighing 27kda , was produced upon iptg - induction of the bacterial host . 
 the presence of mtex101 protein was detected through western blot analysis by anti - mtex101 peptide antibodies.conclusionwe produced mtex101 recombinant protein that could be used for the production of mono and polyclonal antibodies . "
"most malignancies of the upper aerodigestive tract  figure 1   comprising the naso  oro  hypo  and laryngopharynx  are squamous cell carcinomas  
hence  rar indeed seems to contribute to the suppression of the premalignant phenotype and malignancy and may be causally linked to the clinical outcome in chemoprevention trials with retinoids  26  67"," head and neck squamous cell carcinomas are among the most common neoplasms worldwide and characterized by local tumor aggressiveness , high rate of early recurrences , development of metastasis , and second primary cancers . despite modern therapeutic strategies and sophisticated surgical management , overall survival - rates remained largely unchanged over the last decades . 
 thus , the need for novel treatment options for this tumor entity is undeniable . 
 a key event in carcinogenesis is the uncontrolled modulation of genetic programs . 
 nuclear receptors belong to a large superfamily of transcription factors implicated in a broad spectrum of physiological and pathophysiological processes , including cancer . 
 several nuclear receptors have also been associated with head and neck cancer . 
 this review will summarize their mode of action , prognostic / therapeutic relevance , as well as preclinical and clinical studies currently targeting nuclear receptors in this tumor entity . "
"alcoholic liver disease  ald  represents a spectrum of clinical illness and morphological changes that range from fatty liver  hepatic inflammation  and necrosis  alcoholic hepatitis  to progressive fibrosis  alcoholic cirrhosis   
activation of ppar by curcumin resulted in inhibition of nfb trans activating activity and increased expression of ppar at both the transcriptional and translational levels in activated hepatic stellate cells  hscs"," to study the mechanism of curcumin - attenuated inflammation and liver 
 pathology in early stage of alcoholic liver disease , female sprague - dawley rats were 
 divided into four groups and treated with ethanol or curcumin via an intragastric tube 
 for 4 weeks . a control group treated with distilled water , and an ethanol group was 
 treated with ethanol ( 7.5 g / kg bw ) . 
 treatment groups were fed with ethanol 
 supplemented with curcumin ( 400 or 1 200 mg / kg bw ) . 
 the liver histopathology in 
 ethanol group revealed mild - to - moderate steatosis and mild necroinflammation . 
 hepatic 
 mda , hepatocyte apoptosis , and nf-b activation increased significantly in ethanol - treated group when compared with control . 
 curcumin treatments resulted in improving 
 of liver pathology , decreasing the elevation of hepatic mda , and inhibition of nf-b 
 activation . 
 the 400 mg / kg bw of curcumin treatment revealed only a trend of decreased 
 hepatocyte apoptosis . 
 however , the results of sod activity , ppar protein expression 
 showed no difference among the groups . in conclusion , 
 curcumin improved liver 
 histopathology in early stage of ethanol - induced liver injury by reduction of oxidative 
 stress and inhibition of nf-b activation . "
"this study provides class iii evidence that more patients are seizure  free and have stopped aed treatment in the long term after resective epilepsy surgery than nonoperated epilepsy patients  
fifty  three percent  n  46  of the operated children had sustained seizure freedom since surgery at the 2year and 44  n  39  at the long  term follow  up  compared to none in the control group"," objective : to investigate prospective , population - based long - term outcomes concerning seizures and antiepileptic drug ( aed ) treatment after resective epilepsy surgery in sweden.methods : ten- and 5-year follow - ups were performed in 2005 to 2007 for 278/327 patients after resective epilepsy surgery from 1995 to 1997 and 2000 to 2002 , respectively . 
 all patients had been prospectively followed in the swedish national epilepsy surgery register . 
 ninety - three patients , who were presurgically evaluated but not operated , served as controls.results:in the long term ( mean 7.6 years ) , 62% of operated adults and 50% of operated children were seizure - free , compared to 14% of nonoperated adults ( 
 p < 0.001 ) and 38% of nonoperated children ( not significant ) . 
 forty - one percent of operated adults and 44% of operated children had sustained seizure freedom since surgery , compared to none of the controls ( p < 0.0005 ) . 
 multivariate analysis identified 30 seizures / month at baseline and long epilepsy duration as negative predictors and positive mri to be a positive predictor of long - term seizure - free outcome . 
 ten years after surgery , 86% of seizure - free children and 43% of seizure - free adults had stopped aeds in the surgery groups compared to none of the controls ( p < 0.0005).conclusions : this population - based , prospective study shows good long - term seizure outcomes after resective epilepsy surgery . 
 the majority of the patients who are seizure - free after 5 and 10 years have sustained seizure freedom since surgery . 
 many patients who gain seizure freedom can successfully discontinue aeds , more often children than adults.classification of evidence : this study provides class iii evidence that more patients are seizure - free and have stopped aed treatment in the long term after resective epilepsy surgery than nonoperated epilepsy patients . "
the prevalence of obesity among adolescents in the united states has increased dramatically in the past 30 years  with particularly high rates among hispanic  african american  and native american youth  14      in california  where adolescent overweight and obesity rates are comparable to national levels  major programmatic and policy responses aimed at obesity prevention in adolescents have been undertaken at schools to limit nonnutritious foods and beverages sold on campus and in communities to increase access to nutritious foods and safer places to exercise  8  9  19," 
 purpose . obesity is a serious health threat , particularly among racial / ethnic minorities and those who are uninsured , yet little is known about the implementation of nutrition or exercise counseling or the combination of both among these groups . 
 trends in counseling by race / ethnicity and types of insurance were examined . 
 methods . 
 trend analyses were conducted with the california health interview surveys among those ages 1217 for the period 20032009 . 
 results . race / ethnicity : receipt of both counseling methods declined from 20032009 for all racial / ethnic groups , except hispanics and whites , for whom increases in counseling began after 2007 . 
 hispanics and african americans generally reported higher levels of nutrition than exercise counseling , while whites generally reported higher levels of exercise than nutrition counseling for the study period . 
 insurance type : receipt of both counseling methods appeared to decline from 20032009 among all insurance types , although after 2007 , a slight increase was observed for the low - cost / free insurance group . those with private health insurance generally received more exercise counseling than nutrition counseling over the study period . conclusions . 
 counseling among all racial / ethnic groups and insurance types is warranted , but particularly needed for african americans , american indian / alaska natives , and the uninsured as they are at highest risk for developing obesity . 
 institutional and policy changes in the health care environment will be beneficial in helping to promote obesity - related counseling . "
"student perception of their dental school experience is an essential measure of the success of dental education  
fourth and fifth  year dental students at taibah university  saudi arabia  are confident regarding root canal treatment  although they report lower confidence in some steps of the root canal treatment process"," objective : this study examined the endodontic experience , perceptions of endodontic practice , and self - rated confidence of dental students enrolled in taibah university , saudi arabia.materials and methods : a questionnaire was distributed to 41 undergraduate dental students registered in endodontic courses in the 2015 academic year . 
 the questionnaire evaluated their confidence performing nonsurgical root canal treatment . 
 the level of confidence was classified using a 5-point scale as  very confident ,   confident ,   neutral ,   not very confident ,  or  not at all confident .  
 the data were analyzed using spss version 20.0 ( spss , chicago , il , usa).results : the participation rate was 93% . 
 the maxillary incisor was the most common first tooth treated . 
 the students were relatively confident , but their confidence levels were lower regarding endodontic radiology , evaluation of root canal obturation , and determining the correct recall period for the patient.conclusion:the confidence of undergraduates in endodontics must be enhanced to increase their clinical competence when performing root canal treatment . "
a 36year  old woman complained of an insidious onset of generalized myoclonus that first became apparent at age 27 years  8 because galatosidase and hexosaminidase activity was normal in this patient  because she has a normal level of intelligence  and because no other prominent pyramidal or extrapyramidal dysfunction was detected  we might not diagnose this patient as gm1 and gm2 gangliosidoses," we report a case of a 36-year - old woman with progressive generalized myoclonus that first became apparent 9 years ago . 
 her younger brother had similar problems . 
 examination of her eyes revealed cherry - red spots . 
 hexosaminidase a , -galactosidase and neuraminidase activity were normal . 
 although the laboratory findings were negative , cherry - red spots , progressive myoclonus and autosomal recessive inheritance pattern suggested that she had an unknown type of lysosomal storage disease . "
"with the worldwide spread of mycobacterium tuberculosis  mtb  strains resistant to both isoniazid and rifampicin  rif   multidrug  resistant  mdr  tuberculosis  tb  has become a major public health problem posing formidable challenges due to its complex diagnostic and treatment requirements  
this assay also appears to be a useful technique to have simultaneous preliminary information regarding the mutation pattern of rif resistance in mtb isolates which could be helpful in understating the epidemiology of the disease and identification of hot spots for implementation of tb control program"," background : xpert mtb / rif assay has revolutionized the diagnosis of tuberculosis ( tb ) by simultaneously detecting the bacteria and resistance to rifampicin ( rif ) , a surrogate marker for multidrug - resistant tb ( mdr - tb ) in < 2 h. the rif resistance pattern in malwa region of punjab , india , is not documented . here 
 , we report the epidemiology of rif - resistant tb and mutations in rpob gene of mycobacterium tuberculosis ( mtb).materials and methods : a total of 1612 specimens received between october 2013 and february 2015 were tested by xpert mtb / rif assay following manufacturer 's instructions . 
 the results thus obtained were analyzed using spss version 20.0.0 ( spss inc . , chicago , il , usa ) statistical software.result:rif resistance was statistically higher in previously treated patients in comparison to the new patients ( p = 0.006 ) and in patients with acid fast - bacilli ( afb ) positive smears to afb - negative smears ( p = 0.048 ) . 
 rif resistance mutations in 130 specimens revealed frequency of e 73/130 ( 56% ) , b 28/130 ( 21.5% ) , d 18/130 ( 13.8% ) , a 11/130 ( 8.4% ) , and c 1/130 ( 0.7% ) while in one specimen , mutation combination , i.e. , mutations associated with more than one probe ( a and b both ) was present.conclusion:xpert mtb / rif assay is a user - friendly screening tool for detection of mtb and rif resistance from suspected tb / mdr cases in a shorter period of time . it could also serve as a useful technique to have simultaneous preliminary information regarding the mutation pattern of rif resistance in mtb isolates . "
"the hallmark of autoimmune diseases is the pathologic activity of the immune system of an organism directed against its own cells and tissues  
since the identification of the dfs pattern might be challenging for routine diagnostic laboratories and inaccurate interpretation can have significant consequences  an immunoadsorption protocol to diminish anti  dfs70 antibody reactivity to hep2000 cells could be implemented in the current iif assay in order to significantly improve the performance characteristics of the ana iif test  21  25"," for the diagnosis of systemic autoimmune rheumatic diseases ( sard ) , patients are screened for anti - nuclear antibodies ( ana ) . 
 ana , as assessed by indirect immunofluorescence ( iif ) , have a poor specificity . 
 this hampers interpretation of positive results in clinical settings with low pretest probability of sard . 
 we hypothesized that the utility of positive ana iif results increases from primary to tertiary care . 
 we retrospectively determined ana , anti - ena , and anti - dsdna antibody prevalence in patient cohorts from primary ( n = 1453 ) , secondary ( n = 1621 ) , and tertiary ( n = 1168 ) care settings . 
 results reveal that from primary care to tertiary care , ana prevalence increases ( 6.2 , 10.8 , and 16.0% , resp . ) . moreover , in primary care low titres ( 70% versus 51% and 52% in secondary and tertiary care , resp . ) 
 are more frequent and anti - ena / dsdna reactivities are less prevalent ( 21% versus 39% in secondary care ) . 
 typically , in tertiary care the prevalence of anti - ena / dsdna reactivities ( 21% ) is lower than expected . from this descriptive study 
 we conclude that positive ana iif results are more prone to false interpretation in clinical settings with low pretest probabilities for sard , as in primary care . whether alternative approaches , 
 that is , immunoadsorption of anti - dfs70 antibodies or implementation of anti - ena screen assays , perform better , needs to be determined . "
"mdct benefits from having a high spatial resolution and fast acquisition time  making it an ideal tool to stage and restage tumours   there is a focal thrombus in the portal vein  arrow   b axial cect in same patient as  a   there is associated intra  arrows  and extrahepatic  not shown  bile duct dilatation  c axial cect showing a large bulky tumour in a different patient arising in the body of the pancreas  asterisk  encasing the origin of the celiac axis spread to regional nodes occurs  involving either peripancreatic nodes  nodes at the celiac axis and porta hepatis  or sometimes nodes further afield  table  2    

table  5summary table of local  nodal and haematogenous spread in ovarian carcinomalocal spreaduterus and broad ligament  via the fallopian tubedirect invasion of the rectum  colon  bladder and pelvic side walllymph node spreadvia lymphatics travelling along with the ovarian vessels to terminate in common iliac and para  aortic nodesvia the broad ligament to terminate in the internal iliac and obturator nodesvia the round ligament to terminate in the external iliac and inguinal nodestrans  coelomic spreadcommon sites  undersurface of the diaphragm  liver surface  pouch of douglas  omentum  serosal bowel surfaceshaematogenous spreadthis occurs late during the diseaseliver    lungs  kidney  bonenoteascites arise from increased production from tumour surfaces andor occlusion of retroperitoneal lymph nodes summary table of local  nodal and haematogenous spread in ovarian carcinoma primary ovarian cancer has variable appearances  presenting either as a solid mass or mixed solid  cystic lesion  fig"," backgroundmultidetector computed tomography ( mdct ) has become the main investigation of choice for staging of many cancers.aimthe purpose of this pictorial review is to discuss the imaging appearances on ct of some of the more common cancers arising within the abdomen and pelvis and to describe their typical sites of local , nodal and haematogenous tumour spread.methodscancers arising from the stomach , pancreas , colon , kidney , ovary and prostate will be reviewed.resultsawareness of the characteristic sites of tumour spread is important to allow accurate identification of all sites of disease.conclusionthis will clearly have an impact on both patient management and prognosis . "
"the long  term use of immunosuppressive agents for prevention of allograft rejection increases the risk of malignancy approximately 100 times as high as that in the general population   
 
type and frequency of most frequent post  transplant malignancies  n  67  characteristics of transplant patients with kaposi s sarcoma there was no significant increase in the number of ks patients under cellcept compared to azathioprine or in the interval to development of ks"," introductionthe long - term use of immunosuppressive agents for prevention of allograft rejection increases the risk of malignancy approximately 100 times as high as that in the general population and kaposi 's sarcoma ( ks ) is a relatively common malignancy after kidney transplantation . 
 the aim of present study was to investigate the frequency of ks in patients with kidney transplantation in 20 years period.material and methodsin this study charts and pathology reports of 1487 recipients for kidney allografts treated at imam reza hospital between 1991 and 2012 were reviewed . 
 the spss software package version 16 ( spss inc . , 
 chicago , illinois , usa ) was used for the statistical analysis.resultsthere were 17 of 1487 incident cases of ks kidney transplant population at our hospital in period of study . 
 there is no significant difference between age and gender of patients . 
 the mean time between transplantation and non - ks malignant tumors was 34.4  21.8 months ( range 12140 months ) , while in ks patients it was 18.7  25.2 months , which was statistically significantly different ( p < 0.05 ) . 
 after detection of ks in 12 patients , we perform serum antibody detection against hhv . among them , 8 ( 66.6% ) were seropositive.conclusionks is a common long - term complication in renal transplant recipients , with an increased incidence compared with the general population . given that candidates for organ transplantation who are seropositive for hhv-8 -and thus at risk for ks- can now be identified , chemoprevention should be available in this high - risk population . "
"breast cancer is the most common cancer among american women  except for skin cancers  
necrotic cells were found to induce proinflammatory and tissue repair gene synthesis and cause dc maturation in a tlr2dependent manner  as a result of the release of their intracellular contents"," breast cancer remains a major cause of death in women in the developed world . as toll - like receptors ( tlrs ) 
 are widely expressed on tumor cells and play important roles in the initiation and progression of cancer , they may thus serve as important targets and have an effective perspective on breast cancer treatment . 
 expression of tlrs on breast cancer cells and mononuclear inflammatory cells can promote inflammation and cell survival in the tumor microenvironment . 
 inflammation and cancer are related . 
 it is well known that persistent inflammatory conditions can induce cancer formation , due to production of cytokines and chemokines , which play a crucial role in promoting angiogenesis , metastasis , and subversion of adaptive immunity . 
 tlr signaling in tumor cells can mediate tumor cell immune escape and tumor progression , and it is regarded as one of the mechanisms for chronic inflammation in tumorigenesis and progression . 
 this paper delineates the expression of various tlrs in promotion of inflammation and development of mammary tumors . understanding the mechanisms through which tlrs on breast cancer cells and inflammatory cells regulate growth , survival , and metastatic progression can make them potential targets for breast cancer therapy . "
forensic odontology has established itself as an important and often indispensible science in medicolegal matters and identification of the dead   on the basis of results obtained in our study  both dentin and pulp are reliable sources of blood group determination for upto 12 months for abo and rh factor blood grouping  especially where teeth ensues to be the only remnants existing for individual identity," objective : the aim of the study was to determine blood groups and rhesus factor from dentin and pulp using absorption - elution ( ae ) technique in different time periods at 0 , 3 , 6 , 9 and 12 months , respectively.materials and methods : a total of 150 cases , 30 patients each at 0 , 3 , 6 , 9 and 12 months were included in the study . the samples consisted of males and females with age ranging 1360 years . 
 patient 's blood group was checked and was considered as  control .  
 the dentin and pulp of extracted teeth were tested for the presence of abo / rh antigen , at respective time periods by ae technique.statistical analysis : data were analyzed in proportion . for comparison , chi - square test or fisher 's exact test was used for the small sample.results:blood group antigens of abo and rh factor 
 were detected in dentin and pulp up to 12 months . 
 for both abo and rh factor , dentin and pulp showed 100% sensitivity for the samples tested at 0 month and showed a gradual decrease in the sensitivity as time period increased . 
 the sensitivity of pulp was better than dentin for both the blood grouping systems and abo blood group antigens were better detected than rh antigens.conclusion:in dentin and pulp , the antigens of abo and rh factor were detected up to 12 months but showed a progressive decrease in the antigenicity as the time period increased . when compared the results obtained of dentin and pulp in abo and rh factor grouping showed similar results with no statistical significance . 
 the sensitivity of abo blood grouping was better than rh factor blood grouping and showed a statistically significant result . "
